trade_id,direction,entry,sl,tp,risk_points,reward_points,rr,entry_bar,entry_bar_time,exit_bar,exit_bar_time,status,exit_reason,exit_price,pnl_points,pnl_dollars,structure_id
T0027,BUY,6496.0,6482.8,6510.75,13.2,14.75,1.12,19657,2025-09-03 18:30:00,19658,2025-09-03 18:45:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,3aa6c587-a3cf-4ff9-8ae0-a0cf43cdfd2e
T0028,BUY,6499.25,6485.8,6512.7,13.45,13.45,1.0,19660,2025-09-03 19:15:00,19661,2025-09-03 19:30:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,89c20576-c82c-414c-a0d6-a62183bd7ee6
T0029,BUY,6521.0,6509.3,6532.7,11.7,11.7,1.0,19676,2025-09-04 00:15:00,19742,2025-09-04 16:45:00,TP_HIT,TP,6532.7,11.7,58.5,73277b01-ca3f-4c91-9d95-5254728b5c67
T0030,BUY,6533.25,6521.8,6544.7,11.45,11.45,1.0,19745,2025-09-04 17:30:00,19765,2025-09-04 22:30:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,9b2bb879-90fe-4e97-b228-0e7dcfd6de49
T0031,BUY,6576.75,6566.0,6587.5,10.75,10.75,1.0,19786,2025-09-05 04:45:00,19801,2025-09-05 08:30:00,TP_HIT,TP,6587.5,10.75,53.75,LG_15_20250905_044500_BuySide
T0032,BUY,6584.0,6571.05,6596.95,12.95,12.95,1.0,19802,2025-09-05 08:45:00,19825,2025-09-05 14:30:00,SL_HIT,SL,6571.05,-12.95,-64.75,d90d2120-f5ef-467a-b746-8dfa8d0d1f24
T0033,BUY,6574.0,6569.5,6578.5,4.5,4.5,1.0,19825,2025-09-05 14:30:00,19827,2025-09-05 15:00:00,TP_HIT,TP,6578.5,4.5,22.5,1b6db59b-49d7-4338-a182-ae0e2f22f825
T0034,BUY,6565.25,6554.0,6576.5,11.25,11.25,1.0,19832,2025-09-05 16:15:00,19834,2025-09-05 16:45:00,SL_HIT,SL,6554.0,-11.25,-56.25,f1663a05-5931-460d-b44a-65b5e49e58ba
T0035,BUY,6549.25,6546.25,6576.75,3.0,27.5,9.17,19838,2025-09-05 17:45:00,19839,2025-09-05 18:00:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,a3b0c23e-26e8-4617-bd37-218416384f75
T0036,BUY,6542.5,6539.5,6545.5,3.0,3.0,1.0,19840,2025-09-05 18:15:00,19841,2025-09-05 18:30:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,3212ef0a-89b5-4fc7-9349-130e962dfcbb
T0037,BUY,6537.75,6527.3,6579.25,10.45,41.5,3.97,19853,2025-09-05 21:30:00,19854,2025-09-05 21:45:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,34190aa3-708a-4bd9-bb50-a44ac7ccc3c1
T0038,BUY,6551.0,6536.8,6598.5,14.2,47.5,3.35,19861,2025-09-08 00:30:00,20078,2025-09-10 08:45:00,TP_HIT,TP,6598.5,47.5,237.5,65e86288-cc3e-4797-a285-c92581dc8c13
T0039,BUY,6596.75,6583.05,6610.45,13.7,13.7,1.0,20079,2025-09-10 09:00:00,20102,2025-09-10 14:45:00,TP_HIT,TP,6610.45,13.7,68.5,LG_15_20250910_083000_BuySide
T0040,BUY,6590.75,6583.0,6598.5,7.75,7.75,1.0,20118,2025-09-10 18:45:00,20128,2025-09-10 21:15:00,SL_HIT,SL,6583.0,-7.75,-38.75,3847fd6b-f889-4238-89c6-f1c7fe7411b8
T0041,BUY,6582.0,6578.5,6596.75,3.5,14.75,4.21,20128,2025-09-10 21:15:00,20131,2025-09-10 22:00:00,TP_HIT,TP,6596.75,14.75,73.75,e85d3f0e-cd49-4214-b14c-27310b165b5a
T0042,BUY,6586.5,6579.05,6594.75,7.45,8.25,1.11,20131,2025-09-10 22:00:00,20151,2025-09-11 04:00:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,e78bb7f0-5520-462b-b7d3-431e69cb1859
T0043,BUY,6601.0,6591.8,6615.75,9.2,14.75,1.6,20164,2025-09-11 07:15:00,20194,2025-09-11 14:45:00,TP_HIT,TP,6615.75,14.75,73.75,193350bd-fd0f-4733-b86d-dced83b47674
T0044,BUY,6606.0,6593.55,6618.75,12.45,12.75,1.02,20196,2025-09-11 15:15:00,20202,2025-09-11 16:45:00,EXPIRED,Distancia: 36,0.0,0.0,0.0,ad3ceddc-a6cd-4546-9030-1703c1f6cc03
T0045,BUY,6641.75,6638.75,6644.75,3.0,3.0,1.0,20232,2025-09-12 01:15:00,20268,2025-09-12 10:15:00,SL_HIT,SL,6638.75,-3.0,-15.0,b9fa0dd8-84f6-4966-b4c3-ee7a5ae06570
T0046,BUY,6643.75,6639.25,6648.25,4.5,4.5,1.0,20269,2025-09-12 10:30:00,20288,2025-09-12 15:15:00,TP_HIT,TP,6648.25,4.5,22.5,a2970521-0559-4efe-ab29-ba055002607f
T0047,BUY,6635.5,6632.5,6648.0,3.0,12.5,4.17,20290,2025-09-12 15:45:00,20310,2025-09-12 20:45:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,063fb7aa-33d8-4faa-a645-0973fb5fa199
T0048,BUY,6639.75,6632.55,6648.0,7.2,8.25,1.15,20325,2025-09-15 01:30:00,20345,2025-09-15 06:30:00,EXPIRED,estructura no existe,0.0,0.0,0.0,LG_15_20250912_214500_SellSide
T0049,BUY,6666.75,6653.55,6679.95,13.2,13.2,1.0,20384,2025-09-15 16:15:00,20407,2025-09-15 22:00:00,TP_HIT,TP,6679.95,13.2,66.0,481e85d6-a8e9-4bce-bdff-06d9533d9cd4
T0050,BUY,6663.5,6650.8,6677.0,12.7,13.5,1.06,20415,2025-09-16 01:00:00,20435,2025-09-16 06:00:00,EXPIRED,estructura no existe,0.0,0.0,0.0,LG_15_20250915_204500_SellSide
T0051,BUY,6687.25,6672.8,6701.7,14.45,14.45,1.0,20445,2025-09-16 08:30:00,20475,2025-09-16 16:00:00,SL_HIT,SL,6672.8,-14.45,-72.25,b69f2fcf-072f-4b13-b31a-4d3f1127a1c3
T0052,BUY,6672.75,6669.75,6678.5,3.0,5.75,1.92,20475,2025-09-16 16:00:00,20477,2025-09-16 16:30:00,SL_HIT,SL,6669.75,-3.0,-15.0,9a8357d0-1ac2-4f53-8fd5-671bb1214a1a
T0053,BUY,6670.25,6660.5,6689.0,9.75,18.75,1.92,20479,2025-09-16 17:00:00,20546,2025-09-17 10:45:00,SL_HIT,SL,6660.5,-9.75,-48.75,LG_15_20250916_160000_SellSide
T0054,SELL,6665.25,6679.5,6651.0,14.25,14.25,1.0,20549,2025-09-17 11:30:00,20578,2025-09-17 18:45:00,TP_HIT,TP,6651.0,14.25,71.25,0976fd8c-34b8-4dff-b1ce-d3d487c26b15
T0055,SELL,6664.0,6678.75,6649.25,14.75,14.75,1.0,20585,2025-09-17 20:30:00,20587,2025-09-17 21:00:00,TP_HIT,TP,6649.25,14.75,73.75,e9167aa7-570e-4f8d-94e8-ca12d918d801
T0056,BUY,6676.75,6673.75,6684.5,3.0,7.75,2.58,20625,2025-09-18 07:30:00,20645,2025-09-18 12:30:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,d1bc2b95-13b6-455e-9c1e-8e7cd9ba6c88
T0057,BUY,6710.0,6703.5,6716.5,6.5,6.5,1.0,20645,2025-09-18 12:30:00,20648,2025-09-18 13:15:00,TP_HIT,TP,6716.5,6.5,32.5,21e18cae-cc52-4418-9500-afd5e2ee1766
T0058,BUY,6711.0,6703.5,6718.5,7.5,7.5,1.0,20648,2025-09-18 13:15:00,20654,2025-09-18 14:45:00,SL_HIT,SL,6703.5,-7.5,-37.5,a23c5087-7882-4f02-88b3-e43f8edf5474
T0059,BUY,6710.5,6707.25,6713.75,3.25,3.25,1.0,20654,2025-09-18 14:45:00,20658,2025-09-18 15:45:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,fa420daa-7bae-4c83-8bc3-bf1f163ee72a
T0060,BUY,6709.75,6706.75,6712.75,3.0,3.0,1.0,20660,2025-09-18 16:15:00,20662,2025-09-18 16:45:00,SL_HIT,SL,6706.75,-3.0,-15.0,1412eae1-5914-41b7-8183-9589c9e674a6
T0061,BUY,6708.25,6705.25,6717.25,3.0,9.0,3.0,20662,2025-09-18 16:45:00,20666,2025-09-18 17:45:00,SL_HIT,SL,6705.25,-3.0,-15.0,69f26f7f-7441-41eb-8ccb-db02ba57bd49
T0062,BUY,6717.25,6706.5,6728.0,10.75,10.75,1.0,20666,2025-09-18 17:45:00,20772,2025-09-19 21:15:00,EXPIRED,estructura no existe,0.0,0.0,0.0,LG_15_20250918_164500_BuySide
T0063,BUY,6719.75,6708.3,6731.2,11.45,11.45,1.0,20773,2025-09-19 21:30:00,20816,2025-09-22 09:15:00,SL_HIT,SL,6708.3,-11.45,-57.25,bf1af1c4-a0a2-4032-b8fe-9de454b3bd71
T0064,BUY,6697.25,6687.05,6712.25,10.2,15.0,1.47,20816,2025-09-22 09:15:00,20842,2025-09-22 15:45:00,TP_HIT,TP,6712.25,15.0,75.0,94869a71-25bb-408f-9dad-12e0c6406dfe
T0065,BUY,6752.25,6744.05,6760.45,8.2,8.2,1.0,20887,2025-09-23 04:00:00,20924,2025-09-23 13:15:00,SL_HIT,SL,6744.05,-8.2,-41.0,LG_15_20250923_040000_BuySide
T0066,BUY,6749.5,6742.5,6756.5,7.0,7.0,1.0,20924,2025-09-23 13:15:00,20935,2025-09-23 16:00:00,TP_HIT,TP,6756.5,7.0,35.0,60de0905-0462-47bc-a175-68686353d5aa
T0067,BUY,6745.0,6741.0,6752.25,4.0,7.25,1.81,20935,2025-09-23 16:00:00,20942,2025-09-23 17:45:00,SL_HIT,SL,6741.0,-4.0,-20.0,64aa3f53-02b5-40cd-af46-422a4152970a
T0068,BUY,6744.0,6741.0,6747.0,3.0,3.0,1.0,20942,2025-09-23 17:45:00,20949,2025-09-23 19:30:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,b90a7b5c-4cf9-4d09-ac7a-7e03bd978713
T0069,SELL,6695.0,6705.45,6684.55,10.45,10.45,1.0,21081,2025-09-25 06:30:00,21092,2025-09-25 09:15:00,TP_HIT,TP,6684.55,10.45,52.25,70e80069-1d8e-47a9-8efc-301a31405ddc
T0070,SELL,6702.75,6708.5,6696.0,5.75,6.75,1.17,21096,2025-09-25 10:15:00,21116,2025-09-25 15:15:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,752c5f5e-459c-4469-8321-3e45f9754644
T0071,SELL,6650.5,6662.95,6631.25,12.45,19.25,1.55,21151,2025-09-26 01:00:00,22144,2025-10-10 19:15:00,EXPIRED,estructura no existe,0.0,0.0,0.0,7fd1bdee-deb0-4de0-b6d2-853a5b34c650
T0072,SELL,6666.25,6678.0,6654.5,11.75,11.75,1.0,22170,2025-10-13 02:45:00,22212,2025-10-13 13:15:00,EXPIRED,estructura no existe,0.0,0.0,0.0,c6542974-02f1-48f5-888c-fccffa7c239a
T0073,SELL,6677.0,6689.45,6659.75,12.45,17.25,1.39,22226,2025-10-13 16:45:00,22229,2025-10-13 17:30:00,SL_HIT,SL,6689.45,-12.45,-62.25,f7e5768c-8572-4058-96d1-1f3d91a816b7
T0074,SELL,6695.0,6708.5,6680.75,13.5,14.25,1.06,22235,2025-10-13 19:00:00,22261,2025-10-14 02:30:00,SL_HIT,SL,6708.5,-13.5,-67.5,9445618c-967e-49de-b333-cde9d18d8b24
T0075,SELL,6709.5,6719.0,6690.25,9.5,19.25,2.03,22262,2025-10-14 02:45:00,22276,2025-10-14 06:15:00,TP_HIT,TP,6690.25,19.25,96.25,7e823f3e-0596-4395-97f9-864a6cef9cc6
T0076,SELL,6667.5,6682.0,6653.0,14.5,14.5,1.0,22279,2025-10-14 07:00:00,22282,2025-10-14 07:45:00,TP_HIT,TP,6653.0,14.5,72.5,244216a2-41d8-40df-9534-5873942d8334
T0077,SELL,6643.5,6651.75,6635.25,8.25,8.25,1.0,22283,2025-10-14 08:00:00,22288,2025-10-14 09:15:00,TP_HIT,TP,6635.25,8.25,41.25,03b55a75-868a-4946-ae9c-556513214fff
T0078,SELL,6623.0,6634.25,6611.75,11.25,11.25,1.0,22290,2025-10-14 09:45:00,22303,2025-10-14 13:00:00,TP_HIT,TP,6611.75,11.25,56.25,LG_5_20251014_094000_SellSide
T0079,SELL,6621.25,6633.45,6609.05,12.2,12.2,1.0,22306,2025-10-14 13:45:00,22312,2025-10-14 15:15:00,SL_HIT,SL,6633.45,-12.2,-61.0,0db18ec3-cb54-4864-b48e-ee9a1758771c
T0080,SELL,6648.75,6657.25,6637.75,8.5,11.0,1.29,22318,2025-10-14 16:45:00,22516,2025-10-16 20:15:00,EXPIRED,estructura no existe,0.0,0.0,0.0,2635a639-881c-4ccf-ae21-7042de8e0668
T0081,SELL,6654.0,6663.5,6635.5,9.5,18.5,1.95,22519,2025-10-16 21:00:00,22523,2025-10-16 22:00:00,SL_HIT,SL,6663.5,-9.5,-47.5,b72181fa-fda8-4e9f-b9b8-f8f820e29f3c
T0082,SELL,6587.0,6598.75,6575.25,11.75,11.75,1.0,22570,2025-10-17 10:45:00,22572,2025-10-17 11:15:00,SL_HIT,SL,6598.75,-11.75,-58.75,45e500cf-f573-43ce-bc26-c43aed0a4bfe
T0083,SELL,6601.0,6606.5,6586.75,5.5,14.25,2.59,22572,2025-10-17 11:15:00,22574,2025-10-17 11:45:00,SL_HIT,SL,6606.5,-5.5,-27.5,256265a2-b529-42bf-9edb-01eb025632be
T0084,SELL,6604.75,6616.0,6586.75,11.25,18.0,1.6,22578,2025-10-17 12:45:00,22580,2025-10-17 13:15:00,SL_HIT,SL,6616.0,-11.25,-56.25,LG_5_20251017_123500_BuySide
T0085,SELL,6652.5,6667.45,6618.75,14.95,33.75,2.26,22590,2025-10-17 15:45:00,22592,2025-10-17 16:15:00,SL_HIT,SL,6667.45,-14.95,-74.75,648d3e04-0142-4a5d-89b4-12566c551b0f
T0086,BUY,6775.5,6762.05,6788.95,13.45,13.45,1.0,22719,2025-10-21 02:00:00,22775,2025-10-21 16:00:00,SL_HIT,SL,6762.05,-13.45,-67.25,0c4a502d-6c4e-4e41-9cdb-5a954f60327c
T0087,BUY,6767.25,6760.0,6782.25,7.25,15.0,2.07,22775,2025-10-21 16:00:00,22779,2025-10-21 17:00:00,TP_HIT,TP,6782.25,15.0,75.0,2177aaaa-0bfa-4c9d-8b9d-20170c6b730e
T0088,BUY,6770.0,6758.8,6781.2,11.2,11.2,1.0,22806,2025-10-22 00:45:00,22828,2025-10-22 06:15:00,TP_HIT,TP,6781.2,11.2,56.0,300f0ea5-d651-46e9-8999-d5e5f734b780
T0089,BUY,6775.25,6764.05,6790.0,11.2,14.75,1.32,22844,2025-10-22 10:15:00,22866,2025-10-22 15:45:00,SL_HIT,SL,6764.05,-11.2,-56.0,375bbb98-4a89-46ed-bc81-7b575ecf3e1b
T0090,SELL,6744.25,6756.25,6732.25,12.0,12.0,1.0,22870,2025-10-22 16:45:00,22872,2025-10-22 17:15:00,SL_HIT,SL,6756.25,-12.0,-60.0,444a0624-5d5f-4d6d-8fc6-ea39ff9aa4ac
T0091,SELL,6762.25,6776.95,6739.5,14.7,22.75,1.55,22872,2025-10-22 17:15:00,22892,2025-10-22 22:15:00,EXPIRED,estructura no existe,0.0,0.0,0.0,LG_5_20251022_162000_SellSide
T0092,SELL,6736.25,6747.0,6725.5,10.75,10.75,1.0,22908,2025-10-23 03:15:00,22951,2025-10-23 14:00:00,TP_HIT,TP,6725.5,10.75,53.75,LG_5_20251023_025500_BuySide
T0093,SELL,6748.75,6754.75,6738.0,6.0,10.75,1.79,22958,2025-10-23 15:45:00,22961,2025-10-23 16:30:00,SL_HIT,SL,6754.75,-6.0,-30.0,LG_5_20251023_154000_BuySide
T0094,SELL,6741.0,6753.0,6719.75,12.0,21.25,1.77,22961,2025-10-23 16:30:00,22963,2025-10-23 17:00:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,0ceda3c1-fd99-409f-86c5-f9d049976d41
T0095,BUY,6782.0,6776.55,6787.45,5.45,5.45,1.0,22983,2025-10-23 22:00:00,23009,2025-10-24 05:30:00,TP_HIT,TP,6787.45,5.45,27.25,35e1b481-652e-4777-bf7c-a0f7f3687166
T0096,BUY,6791.5,6776.55,6806.45,14.95,14.95,1.0,23020,2025-10-24 08:15:00,23046,2025-10-24 14:45:00,TP_HIT,TP,6806.45,14.95,74.75,572c2c64-e827-499d-aadc-4fb6e835673f
T0097,BUY,6824.75,6811.05,6838.45,13.7,13.7,1.0,23055,2025-10-24 17:00:00,23057,2025-10-24 17:30:00,TP_HIT,TP,6838.45,13.7,68.5,6d172767-b8e0-4da6-937f-7d6906f9e76d
T0098,BUY,6829.75,6815.3,6844.2,14.45,14.45,1.0,23075,2025-10-24 22:00:00,23081,2025-10-26 23:30:00,TP_HIT,TP,6844.2,14.45,72.25,b138bc7a-2568-4ddc-abe3-006d980b8347
T0099,BUY,6871.75,6868.5,6897.0,3.25,25.25,7.77,23096,2025-10-27 03:15:00,23162,2025-10-27 19:45:00,TP_HIT,TP,6897.0,25.25,126.25,fd02933b-a2e2-406e-8a8a-df2aa49d4353
T0100,BUY,6908.0,6893.8,6922.2,14.2,14.2,1.0,23174,2025-10-27 23:45:00,23232,2025-10-28 14:15:00,TP_HIT,TP,6922.2,14.2,71.0,9eb2d970-fe99-4774-a22a-497e3535542f
T0101,BUY,6916.0,6901.3,6930.7,14.7,14.7,1.0,23234,2025-10-28 14:45:00,23251,2025-10-28 19:00:00,TP_HIT,TP,6930.7,14.7,73.5,858abfdd-3d6f-4194-b05f-53388ca48ce3
T0102,BUY,6916.5,6903.55,6929.5,12.95,13.0,1.0,23259,2025-10-28 21:00:00,23279,2025-10-29 03:00:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,9edec786-e2f4-46e5-a942-f53e95263468
T0103,BUY,6924.5,6921.25,6934.25,3.25,9.75,3.0,23288,2025-10-29 05:15:00,23308,2025-10-29 10:15:00,EXPIRED,score decayó a 0,0.0,0.0,0.0,6dc7af87-42ec-48f8-83e9-062ff10a574e
T0104,BUY,6940.25,6927.05,6953.45,13.2,13.2,1.0,23309,2025-10-29 10:30:00,23346,2025-10-29 19:45:00,SL_HIT,SL,6927.05,-13.2,-66.0,b95a4a19-1ff2-4208-9164-fa35668a6382
T0105,SELL,6901.0,6904.25,6882.5,3.25,18.5,5.69,23350,2025-10-29 20:45:00,23351,2025-10-29 21:00:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,b48ef554-f6c7-4ba3-9551-1a39514f6d5e
T0106,BUY,6927.5,6924.5,6948.75,3.0,21.25,7.08,23351,2025-10-29 21:00:00,23353,2025-10-29 21:30:00,SL_HIT,SL,6924.5,-3.0,-15.0,e7414c3a-96ce-41a8-a603-3073c118e370
T0107,BUY,6923.25,6920.25,6946.75,3.0,23.5,7.83,23353,2025-10-29 21:30:00,23355,2025-10-29 22:00:00,SL_HIT,SL,6920.25,-3.0,-15.0,c018e33c-0f7d-49a6-aac4-65c274d5a985
T0108,SELL,6894.75,6906.25,6883.25,11.5,11.5,1.0,23357,2025-10-29 23:30:00,23364,2025-10-30 01:15:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,LG_60_20251029_210000_SellSide
T0109,BUY,6932.5,6927.3,6937.7,5.2,5.2,1.0,23364,2025-10-30 01:15:00,23366,2025-10-30 01:45:00,TP_HIT,TP,6937.7,5.2,26.0,c29e8be3-3bc2-4404-aca1-2ebe21970d97
T0110,BUY,6938.0,6929.8,6946.2,8.2,8.2,1.0,23367,2025-10-30 02:00:00,23373,2025-10-30 03:30:00,TP_HIT,TP,6946.2,8.2,41.0,e2dcd449-5884-4eac-8c56-71e45db416ac
T0111,BUY,6930.25,6926.05,6937.5,4.2,7.25,1.73,23385,2025-10-30 06:30:00,23388,2025-10-30 07:15:00,SL_HIT,SL,6926.05,-4.2,-21.0,452c9d7c-a0ea-4821-834e-807ed15c1925
T0112,BUY,6938.25,6926.05,6952.25,12.2,14.0,1.15,23392,2025-10-30 08:15:00,23393,2025-10-30 08:30:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,7d124151-5668-45b1-9d26-cbe2801e558d
T0113,SELL,6894.75,6906.25,6883.25,11.5,11.5,1.0,23402,2025-10-30 10:45:00,23409,2025-10-30 12:30:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,LG_60_20251029_210000_SellSide
T0114,SELL,6891.0,6901.0,6881.0,10.0,10.0,1.0,23415,2025-10-30 14:00:00,23418,2025-10-30 14:45:00,TP_HIT,TP,6881.0,10.0,50.0,c919253f-05fb-48c3-948f-050fbade1f8e
T0115,SELL,6885.25,6899.45,6867.75,14.2,17.5,1.23,23436,2025-10-30 19:15:00,23441,2025-10-30 20:30:00,TP_HIT,TP,6867.75,17.5,87.5,LG_5_20251030_191000_SellSide
T0116,SELL,6900.0,6913.95,6884.25,13.95,15.75,1.13,23472,2025-10-31 05:15:00,N/A,N/A,PENDING,N/A,0.0,0.0,0.0,c8da05a7-ecba-4c84-980d-8bc178772f93
